"species","volume"
"Androsace_mollis",349.691990339785
"Colquhounia_coccinea",660.367647012454
"Archidendron_kerrii",251.471099795662
"Ajuga_forrestii",117.72018714426
"Limonium_aureum",556.07517358867
"Craniotome_furcata",52.0685838764596
"Elsholtzia_souliei",119.20770036381
"Primula_stenocalyx",114.120575083412
"Lysimachia_rubiginosa",274.818872736669
"Lysimachia_chenopodioides",26.9910101770695
"Elsholtzia_rugulosa",645.590564238739
"Primula_bathangensis",112.22000200436
"Polygonatum_tessellatum",229.129071906357
"Lysimachia_insignis",276.174804157004
"Nepeta_prattii",1611.49736209786
"Elsholtzia_penduliflora",466.922543611966
"Lysimachia_platypetala",305.260349875283
"Primula_forbesii",110.476294270521
"Primula_diantha",1492.35174878357
"Androsace_bulleyana",455.801237863824
"Scutellaria_hypericifolia",125.039057892532
"Smilax_riparia",457.607529561272
"Teucrium_japonicum",510.473100962999
"Ilex_rotunda",1171.05706913232
"Scutellaria_discolor",264.661799766553
"Lagopsis_supina",197.211770946595
"Scutellaria_baicalensis",7715.49677754393
"Nitraria_sibirica",162.158485061894
"Primula_glomerata",1250.79646947738
"Isodon_japonicus",75.6600977653283
"Tricyrtis_macropoda",9775.24615459531
"Smilax_trinervula",1297.90515610537
"Smilax_stans",4930.60661601932
"Dipsacus_japonicus",2721.4497786191
"Smilax_sieboldii",4171.93193148414
"Calocedrus_macrolepis",1699.23984830276
"Smilax_menispermoidea",1689.6313875073
"Androsace_graminifolia",230.168532447308
"Allium_wallichii",1638.50164991278
"Lilium_callosum",1286.90576826554
"Asparagus_dauricus",138.614450566384
"Lilium_taliense",291.445363084295
"Ilex_dipyrena",745.751834208819
"Polygonatum_punctatum",2507.62689367093
"Juniperus_indica",4199.45588458377
"Croton_lachnocarpus",209.554316136564
"Myricaria_rosea",4465.95595844945
"Polygonatum_sibiricum",7329.88259348418
"Allium_ovalifolium",56.2007097790504
"Astragalus_ernestii",7373.917272664
"Allium_chrysanthum",875.598667155716
"Smilax_ferox",5815.75250854193
"Polygonatum_hookeri",334.436970524155
"Ilex_fargesii",687.432373493392
"Allium_macranthum",92.2845919550387
"Allium_hookeri",19.7626094275272
"Salvia_castanea",8787.13642765879
"Teucrium_quadrifarium",1681.43000233495
"Salvia_trijuga",364.365191349636
"Lysimachia_parvifolia",1938.80535556268
"Mallotus_nepalensis",829.425828603772
"Juniperus_convallium",162.3145102816
"Huodendron_biaristatum",318.121946153763
"Lilium_primulinum",1441.82942676809
"Clinopodium_discolor",247.888471533595
"Ilex_excelsa",298.152500124519
"Smilax_lunglingensis",180.37836224398
"Tofieldia_divergens",409.409620584047
"Lilium_nanum",141.351438850475
"Paris_thibetica",382.81598867325
"Cupressus_duclouxiana",324.804503048138
"Lallemantia_royleana",4512.13351505829
"Campylotropis_hirtella",14213.5822204067
"Ilex_cyrtura",2577.55478846558
"Ilex_longecaudata",175.928983222439
"Juncus_benghalensis",956.042985572267
"Lilium_bakerianum",4811.40853820689
"Acantholimon_diapensioides",3308.00486526029
"Maianthemum_henryi",367.986250281805
"Lilium_nepalense",1142.31206958526
"Juncus_minimus",521.395720121985
"Paris_mairei",52.0655698627788
"Notholirion_bulbuliferum",271.107661245331
"Allium_beesianum",1379.4487105131
"Euphorbia_wallichii",3205.75089977388
"Morina_kokonorica",7517.24572094458
"Elsholtzia_capituligera",2171.11307972686
"Maianthemum_tatsienense",133.457371954282
"Androsace_integra",361.826213356996
"Euphorbia_jolkinii",57.488356163643
"Triplostegia_glandulifera",1608.96104334921
"Disporopsis_pernyi",108.015184232264
"Ypsilandra_thibetica",55.7471906204013
"Allium_rude",501.868937232109
"Salvia_scapiformis",3712.68770523475
"Euphorbia_micractina",7549.90225145333
"Oxytropis_merkensis",200.79412911489
"Salvia_deserta",661.486335012512
"Lysimachia_remota",278.562553374133
"Isodon_amethystoides",7017.10891489883
"Smilax_discotis",4115.63160537625
"Gagea_tenera",4934.91162423817
"Veratrum_schindleri",206.608720735472
"Achyrospermum_wallichianum",5954.61082805228
"Smilax_hypoglauca",122.892268308581
"Bretschneidera_sinensis",164.302630109076
"Limonium_bicolor",205.731558164946
"Ajuga_multiflora",516.795611812336
"Plantago_minuta",6604.71813408822
"Ziziphora_tenuior",2273.19555136659
"Elsholtzia_splendens",335.251757186726
"Polygonatum_inflatum",741.897709216994
"Polygonatum_involucratum",232.985693118026
"Zabelia_biflora",440.816391701323
"Lilium_tsingtauense",898.044009853589
"Disporum_uniflorum",1020.30424685728
"Leonurus_macranthus",246.114144802482
"Euphorbia_fischeriana",3674.86734599324
"Asparagus_oligoclonos",736.755021133359
"Juncus_alatus",26734.4836239139
"Mosla_chinensis",598.754557835313
"Anemarrhena_asphodeloides",142.755934886269
"Rohdea_japonica",743.610941024113
"Polygonatum_stenophyllum",344.226289646267
"Primula_jaffreyana",159.344940497426
"Glochidion_wilsonii",7508.44555399829
"Diuranthera_major",96.2695067515951
"Elsholtzia_stauntonii",118.755700416572
"Isodon_hispidus",517.274719755211
"Lysimachia_paridiformis",6075.5722451022
"Glochidion_lanceolatum",86.9246502660283
"Ilex_kwangtungensis",117.148531617363
"Aporosa_planchoniana",252.204637997308
"Styrax_serrulatus",1749.61907462191
"Nothapodytes_pittosporoides",46.2421644486735
"Allium_fasciculatum",529.439070849304
"Aletris_laxiflora",1083.4022224037
"Lysimachia_lichiangensis",720.076730173514
"Excoecaria_acerifolia",415.810577278607
"Asparagus_meioclados",7039.49822058526
"Valeriana_daphniflora",285.331142928632
"Eremurus_chinensis",172.012688999756
"Nepeta_stewartiana",162.87819734836
"Polygonatum_prattii",71.7237074687767
"Isodon_parvifolius",809.067049831642
"Allium_mairei",751.627228089301
"Ajuga_ciliata",2455.48032612573
"Valeriana_jatamansi",516.462333139101
"Lysimachia_patungensis",1923.12743809613
"Smilax_chapaensis",345.583103877998
"Salvia_cavaleriei",953.527029165516
"Smilax_chingii",1003.54820989499
"Smilax_arisanensis",1481.89730527247
"Stachys_oblongifolia",169.672515634992
"Polygonatum_cyrtonema",429.937490423028
"Smilax_aspericaulis",113.448317227516
"Dipsacus_asper",682.522661579689
"Aletris_stenoloba",219.438774459191
"Ilex_suaveolens",194.514968401354
"Isodon_excisoides",121.0244000552
"Dipelta_floribunda",6597.13011031278
"Disporum_bodinieri",189.540494209845
"Glechoma_biondiana",1089.62183602059
"Primula_maximowiczii",294.261165059279
"Salvia_chinensis",1446.10683683968
"Illicium_majus",364.824284621395
"Primula_ovalifolia",729.13073358922
"Tamarix_gracilis",7036.04818070754
"Euphorbia_inderiensis",1007.53961138434
"Siphocranion_macranthum",117.809315719582
"Smilax_glaucochina",594.770137276472
"Limonium_coralloides",456.010663967373
"Dracocephalum_integrifolium",1837.43936284013
"Euphorbia_kansuensis",275.848604410967
"Euphorbia_prolifera",287.934461691047
